ID,Tweet,Sentiment
332,"Crazy how we had a patient today who may have the COVID19, I had my mask and gloves on the whole time tho ...",1
333,"i wanna go back home, i miss the bay fuckin coronavirus!!!! i was too excited",1
334,Anyone who says theyre pregnant or has coronavirus as an April Fools joke tomorrow is a fuckhead.,1
335,Honestly I want this Corona thing to be over so I can go see Harry styles,1
336,He is a big well known Corona Viruses keep distance with him..,1
337,If you say you got Coronavirus as an April fools joke I'm I'm reporting you to the,1
338,. Theeylon contributed to Giveth Coz: Giving to COVID-19 Causes /grants/523/giveth20-decentralizing-nonprofits-with-covid19-co,0
339,The shelter-in-place baby boom is gonna be for real tho COVID19 StayAtHome ShelterInPlace,0
340,Egypt extends nationwide night-time curfew by 15 days to April 23 to counter coronavirus spread- AlArabiya NewsGuru,0
341,"Lautoka lockdown to be extended till 5am, 6th April covid19",0
342,Good job Steven. Let's keep taking care of COVID19,0
343,Who gives a fuck? Georgia has the 8th highest number of deaths from the coronavirus crisis,0
344,"My greatest fear isn't so much getting Corona, it's giving it to someone.",1
345,CoronaInMaharashtra also inform people that COVID is not an air-borne virus. Its important.,0
346,Alright its april fools now corona go away please.,1
347,Please may there be no Corona April Fools pranks tomorrow,1
348,I know the kids are gonna be asking questions about corona when I go back but I have nooo idea what to tell them. Yikes,1
349,"Abeg, can they just come out and say Coronavirus was an April Fools joke bc I am TIRED",1
350,"please let me know about the housing loan moratorium passed by the bank on account of Covid19, as guided by RBI.",0
351,Tune into tomorrow at 7:15AM to hear about how is helping Philadelphia hospitals fight the coronavirus,0
352,"Corona hilang, X1 unit comeback Not_SoSmall_Oneits",0
353,Watching anchor despite being positive for COVID19 is for some reason comforting and speaks to his character.,0
354,being sick w a cold during the coronavirus pandemic is a dangerous time,1
355,Corona just fucked up my life like it wasnt already fucked up enough.,1
356,How do you think corona will change modern dating culture? Quarantine and chill = Netflix and chill + potensh public health threat IMO.,0
357,I swear if bayfront music fest szn gets canceled too because of Miss Corona.. Im throwing hands,1
358,Rationalizing deaths and comparing numbers is to other diseases are probably some of the most absurd tweets Ive seen on Twitter. COVID19,1
359,CORONA Cases Increased due to Central Goverment LockDown Rules Passed but Not Maintains this rule,0
360,"Trump has apparently set a goal of 100,000 to 240,000 deaths due to the coronavirus. He won the presidency by about 78,000 votes.",1
361,refused to refund flights that THEY canceled due to covid19 thieves give people their money back!,1
362,LIVE IN 1 hour on youtube FacebookLive or twitch Covid_19 COVIDIOT SocialDistancing TigerKing LoveIsBlind,0
363,Trump lied about COVID19. He claimed it was a hoax and as a result thousands of people are going to die.,1
364,American Coronavirus deaths could be a thousand times more than all allied deaths on D-day.,1
365,i cant believe trans people only get to stop being invisible one day a year and it happened during corona virus. unfair.,1
366,It will be very cool and funny when I see a headline this April 1st claiming that a vaccine for the Coronavirus has been found,1
367,Let us pray no person is found positive and there are no more red zones Corona Stay Home Stay Safe,1
368,"such a sensitive moment to joke about coronavirus too bc everyone is mourning over shimura ken, good luck with booking that stage u speak of",0
369,. talks about the importance of existing home set ups to minimize radiologist exposure COVID19,0
370,"Our municipality is now covid19 free. Thanks God, i wish the whole world can heal.",1
371,An employee at Loves Truck Stop in Madera tested positive for Covid19.,0
372,"MGS Physio, business as usual, controlling the risk of infection",0
373,"im sick of and tired of the coronavirus, i cant do school from home",1
374,"am i surprised that black people the main ones dying from covid19? no, Healthcare isnt fair for us",1
375,India is affected with two virus first one is Corona and second is shameful and very scary _,1
376,"If you Understand maturity,you go they house then save life. Covid_19 is real StayHomeKnowGH",1
377,"Institute of Life Sciences Bhubaneswar to conduct COVID19 tests, gets nod from",0
378,Cant wait for this whole coronavirus thing to be over so can take me to yings and I can become a true Cheektowagan,0
379,Please stop this coronavirus false information that can probably put more people at risk,1
380,Making jokes on Gau Mutra is a secular enterprise . Talking about Jamaats mischief is communalising Corona. Shoot the messenger!,0
381,"Frustration! Overheard 2 guys talking about the Corona virus, the angrier one said disla Corona virus eh! Wanpla KKK virus stret eh!",1
382,"Soo, when they gonna say April fools to coronavirus bein a thing?",0
383,"Please, no coronavirus April fool jokes/pranks Thanks and God bless",1
384,"Coronavirus has unveiled how easy and simple Islamic/Arewa marriage should be. No noise, no wahala, just basic nikah and small walimah.",0
385,"This whole Coronavirus situation is destroying everyone's peace of mind. But at the end of the day, we can't let it crush our spirit.",0
386,Hope Mr. NSA has quarantined himself.. he went to hotspot of corona.. this is serious..,1
387,"Stay home, stay safe and try your best to follow the precautionary measures against COVID19",0
388,"Three teams are fighting Covid19 day night: 1: Doctors, Nurses, Health Officials. 2: Modis PR team. 3: IT cell",0
389,Hey FYI 45 .... here in Canada we just got told well be in months of Covid19 measures.,0
390,30% unemployment expected by the SUMMER.. thats roughly 40 MILLION unemployed Americans coronavirus Crisis,0
391,thanks to and for a brilliant zoom on covid19 emergency payment and tax and everything x,0
392,I am shocked on the negative media control enforced by U.S. hospitals COVID19,0
393,"Todays the first day I found out about anybody I know having Corona and it was 7 3 of which died, 4 on ventilators. Please be safe yall",1
394,april fools today and this year were all fools bc we thought this year was gonna be lit. its coronavirus year now. sigh,1
395,I am so proud of the work done by our visionary and dedicated educators Education in the time of COVID19,0
396,My mom call at least 3 people everyday saying the same thing about the Coronavirus like girl OKAAAY Im tired of hearing about it,1
397,Anyone know how long it took the Democrats CNN to politicise the 'corona virus'? Exact minute seconds. Or was it under a minute?,1
398,"South Korea reports 101 new coronavirus cases over 24 hours, bringing total to 9887 -BBG",0
399,us coronavirus underwood coverage up colin under could usa cases unwitting central use cruise ufc cheat,0
400,"CoronavirusOutbreak: more than 42,000 deaths due to COVID19 worldwide, more than 8.5 lakh people infected. Coronavirustruth",0
401,"If you have young kiddos, I highly recommend watching the kidstogether Town Hall together. coronavirus",0
402,Noticing a lot of people getting a peloton posting in social media. $pton stocks COVID19 COVID19,0
403,Im really about to be in Indy til May... Coronavirus you dumb bitch you omfg!,1
404,if anyone does a coronavirus April's fools prank they're a bad person,1
405,since and and i cant actually hang cause of corona were face timing instead so its like were hanging out &lt;3,1
406,"Pakistan reports 93 new cases bringing total confirmed cases there to 2,031 and 26 total deaths. CoronaVirus Covid19 CoronaVirusOutbreak",0
407,A hospital with a morgue in Central Park?! This is a moment in history.. RIP to every1 lost. Stay tf home. coronavirus itsreal,1
408,you know we will as soon as all this corona shit is over wit lol .,0
409,"9 new recoveries in New Zealand totaling 83 in this place. Already 178,099 worldwide. coronavirus covid19 NewZealand",0
410,The coronavirus has forced restaurants across the U.S. to either close or limit their service. Will the industry bounce back? -- Yahoo News,0
411,oh ya my cousin and her husband that live in nyc got coronavirus so thats todays exciting news,1
412,First day at work in the middle of corona outbreak. Bismillah..,1
413,4 New deaths in Hungary. Total deaths in Hungary: 20 7 New deaths in China. Total deaths in China: 3312 Covid_19 COVID2019,0
414,re zero rlly got pushed back cus of coronavirus. i HATE IT HERE,1
415,Life is not going to be same after Coronavirus is gone.....! More expensive World With limited incomes Large scale unemployment,1
416,Dnt go out TG lo -97 Ap lo - 87 Corona positive cases : COVID19 StayHomeStaySafe,0
417,any chance youd jump in my podcast to talk investing post corona? Our Chicago founders would love it,0
418,We are all stuck on our own boats in the middle of the ocean while a hurricane is bearing in. Covid_19,1
419,"Agree! These questions absolutely need to be asked, and answered !! coronavirus origins...",0
420,Please stop calling it the Coronavirus it's a hoax. They're laughing at us all - especially the stay home muppets.,1
421,Your Covid19 jokes and pranks are insensitive af. People are actually dying because of the virus.,1
422,how can I create credit shell my flight was cancelled by the airline due to covid19 outbreak.,1
423,BREAKING Oman pardons almost 600 prisoners including 336 foreigners amid coronavirus fears. Good news,0
424,Corona Virus made most forget to wish each other Happy New Month. Happy New Month Guys. Lets stay Safe and Alive.,0
